Sea_Surface_Temperature,Atmospheric_Pressure,Humidity,Wind_Shear,Latitude,Proximity_to_Coastline,Cyclone
26.3544188559,994.62883429,63.1059733869,11.1131454655,6.3201968828,0.6109980988,1
29.23294084,1008.4306407789,62.8926590103,19.3267281094,10.9913135591,1.0006242681,1
29.178062178,1001.212594318,62.0090404586,6.0935275305,10.905809881,0.7810044989,1
29.2139309732,1007.876841609,76.2041077811,18.591665032,14.5287397269,1.1404760422,1
29.9159244607,998.1047928813,74.3125633645,14.7172616899,22.7731816053,0.949349742,1
28.3434591538,998.7435158837,62.8710322491,15.2392583184,19.2790526501,1.3039585076,1
28.2100038696,995.6050967693,65.7150384536,16.630192256,14.9339084564,0.633828363,1
28.5182307876,981.6299610447,89.945809365,9.7638019289,15.2225827847,0.7761695578,1
28.8279059498,981.8806886487,93.5735396942,5.0572988399,19.818081123,0.6018923881,1
27.4409356752,988.1117985915,93.7084760864,9.7002187638,22.8374428962,1.4099431439,1
27.5092722159,1008.9223524947,63.571580981,15.3052889975,12.7529761091,1.2038570916,1
26.0174530786,985.0085926624,88.5218420254,14.9957812037,20.220755805,1.2025405015,1
27.1922088346,983.1609476675,91.2729545338,14.6622383221,12.201009318,1.0004011457,1
27.7309165441,993.7309881548,68.3553089602,10.530607563,6.0471004037,0.9165044319,1
29.2887195473,1005.5104400336,68.4797621879,14.8603022326,22.6031347584,1.1778132003,1
28.431008489,988.8590443272,65.464036146,14.7745964072,11.3125468753,0.8951309076,1
28.8528275331,985.9764582468,95.6086001054,9.311143947,6.1618390416,1.0158619027,1
27.0703707069,1005.0644067723,60.5877355462,10.6864107301,5.3865526184,0.9136426749,1
27.9714583378,992.1286924176,81.2375071365,13.9269751236,14.2819031891,1.0190322801,1
28.7101690698,989.3559157375,90.9596551261,16.5938222281,24.5202764656,0.5169476649,1
29.080632847,1004.214666121,64.8082891648,8.9837424944,10.8661722156,1.0179605277,1
27.3923823727,991.1521788472,60.0541450286,9.4970079135,24.4838888763,0.5235949646,1
29.5942424187,1003.495952399,91.2150449428,11.8699363851,11.0583145767,0.7282353635,1
26.9864145399,994.5223120913,89.8977762639,12.107147426,24.1557960198,1.2851895431,1
29.9653116063,996.334469984,98.5107340101,6.1340756093,9.5076253601,0.6408029489,1
28.4896545663,1003.4396556724,83.1319359768,7.2044406438,17.7190941433,1.1741302955,1
27.039619917,990.3557662548,96.6994337253,9.3575675851,22.8028227479,0.5622032262,1
26.5892121771,980.2352477232,85.2368716092,11.7151013812,24.1586824211,0.7418932941,1
28.0024142846,1000.3886099821,63.0495687189,9.1205572257,14.1932974081,0.9328160022,1
26.1755997706,984.9724933946,77.8216655497,8.1377819811,21.872993281,1.293142874,1
29.4151396868,987.2593139095,98.4250790205,7.9538855668,24.8963858793,1.4811437318,1
28.2781591183,987.7862534953,77.4798354266,13.9034140307,17.4468652923,0.6901076498,1
29.1703804652,1007.2369638134,97.7480637128,19.4020340661,24.5461581598,0.6616714362,1
27.9076004259,1001.5499352612,69.8936126328,14.6092277532,8.2539948762,1.271626911,1
27.9955826581,980.3630935033,60.3615387632,10.3554401596,9.5735355921,0.7220758707,1
27.2866799586,1005.4412626881,89.1544576908,6.4309891597,5.5833952729,1.1624340117,1
26.4740104944,988.6665481673,75.9134650201,18.7929653698,5.8982259799,0.8717240664,1
27.5698327449,1002.6279492004,96.7370572858,19.2639289175,12.142423186,0.7510013833,1
28.2562961153,990.7573538457,86.2652429483,8.6059836934,23.3647817335,1.0059579077,1
26.8834111319,981.1678988998,61.4407527317,7.6283265816,10.6495748795,1.081622293,1
27.7464567591,997.4026650401,80.6679354091,16.3816438064,12.061007832,1.4464565132,1
29.5702329099,992.5834398187,91.2146201203,12.1450359995,9.0936021811,0.6861358978,1
27.3262587963,1005.6509060486,68.2830323684,6.0673742776,23.8156904101,0.9094120718,1
29.243514324,1005.0747778373,73.2876413246,15.4042708621,18.0930137373,1.3758830835,1
28.1563782109,988.4741727911,77.0091274175,5.563566356,20.3109350103,0.9165658285,1
28.0900407243,981.6390326,98.9231265189,8.3918799687,11.0788502451,0.5014738221,1
28.9173791764,1009.005364994,68.9717393314,14.9457078771,21.9685075818,0.8029309056,1
27.3011805361,1001.378639993,92.6711786602,7.7242095163,23.038803935,1.4848584028,1
29.0169930387,991.7958560308,83.6255133598,14.9152138137,15.8899391821,0.667321304,1
29.1225268697,997.5131834154,98.0888714279,5.6363344731,17.031077586,1.2144241641,1
29.0360211301,983.075478922,80.5541785683,12.6333583339,23.6584972514,1.1972093819,1
28.8573065429,993.8514843144,96.8397808439,15.4189314088,22.2338180757,1.3070709039,1
26.7809624118,990.3602585673,73.4244181708,19.6778820258,19.0233972318,1.0620727944,1
29.7883626684,994.8877625865,75.2207083948,7.445530054,19.6888786415,0.525193414,1
29.3559893109,980.3425395036,88.1479911852,19.5538566459,9.6994680999,1.317128142,1
28.1857212643,1009.0110582577,62.0667488663,12.5719339746,22.252809423,1.3000034818,1
28.2108283029,991.8966104597,65.2686011432,17.9794363836,11.1957571842,1.3714140342,1
28.6908119768,1003.9004419158,70.0187159517,14.3731114941,21.6566075358,0.5121567715,1
28.6960796762,981.5550739736,81.9543466031,9.3144909357,12.059170069,0.8340499657,1
28.9307962024,992.1358215672,62.7341280124,16.7563976373,13.655337592,0.8324561571,1
26.2263426246,991.2176314104,97.7779433078,14.6260159595,17.6456430728,0.9183338641,1
29.0037591935,983.0411869266,71.1141110436,9.144786627,24.6073748188,1.0187009944,1
26.717458728,1009.1202963623,64.5321401891,11.0540150354,19.0910885605,0.846524168,1
27.5904495142,987.9282878948,68.2133175483,12.2455954634,10.7492332979,1.4685373317,1
28.4145488022,982.3093840119,63.0233445542,19.2713483127,6.8413397216,1.1236487783,1
28.5940192805,988.0220608357,60.6044273686,19.4752305418,18.5205257611,1.1100074171,1
27.2516295769,988.1328876129,83.9067313081,17.9914345042,7.1181160881,1.4447362588,1
28.9461409133,1006.4898147449,68.1053053654,13.8137880666,18.6022377089,0.5153948917,1
28.3317042272,987.5930461754,78.0101698457,19.3637152263,21.7960321333,1.172460498,1
29.9080278178,983.0567930262,60.3327976891,11.5037418895,19.9676869935,0.9340209727,1
27.0348465686,993.0320995702,88.937912714,5.1358124237,17.2658336977,0.74202208,1
28.8562108935,982.74174459,67.9708134587,18.1620506998,5.2749110802,0.714406483,1
27.0832253121,987.4267931084,62.5010518297,11.884107749,17.1346344943,0.5811491785,1
29.8059628407,1005.1547550153,92.2036127398,17.3447570756,15.8850793223,1.1167836079,1
28.9715259747,1002.1375218006,80.8579609667,6.02688079,23.4153321693,1.0383319433,1
27.0754140575,991.0534675975,95.8138435661,14.9969457129,14.0869084614,0.7483836087,1
28.8218433211,992.8280400111,77.7018205926,14.7398348687,6.2801269322,0.7923831104,1
27.775677818,980.6573998633,72.0418431134,12.5394686395,14.8219145877,0.6053932181,1
29.0577629123,992.2901316013,86.206948581,8.9035489698,8.2092522854,0.6856467049,1
28.65687754,1006.4507183553,92.5650274236,15.2770146481,10.7837489259,0.7499569464,1
28.0600226388,996.0666144464,74.2754390068,10.306837381,20.7858569664,1.4137884439,1
29.811260068,989.8022762609,74.1769979517,12.5845123013,22.5263886628,0.8927307433,1
28.213484759,995.0939741765,67.7545227175,17.8822515675,21.758167497,1.2483558537,1
27.756842405,998.3164026505,66.4146162448,15.1046812621,18.8789918102,0.6175513002,1
26.6611379606,980.0597640566,88.7495847141,15.9860157359,8.2272560211,0.5191289664,1
26.6629927079,1006.7256660495,69.6614736681,10.3140699083,9.447226095,1.1077526831,1
26.9814092567,981.7319647768,75.6413147651,8.5130505639,24.1972560543,1.0568784432,1
27.6631004141,992.8683300029,81.6362001535,15.4464471055,8.4338781541,0.911958095,1
29.4821078651,998.9425676366,81.3001626566,6.7309196327,7.3440781136,0.6428419648,1
28.7682945881,986.1875634151,75.6743749275,18.4351216643,15.1561012792,0.518124041,1
29.1710324543,982.0713771894,78.9702008391,13.4101744241,18.7726325862,0.5099787767,1
28.8937746494,996.0696979804,93.4447081283,17.3208254435,14.7018931996,1.2915582026,1
27.8051764521,985.5032658921,94.1989607825,18.2383981516,6.5139945462,1.3035376595,1
29.6070961142,986.1041822749,62.678944481,18.160256797,15.8352192854,0.5665647279,1
28.5932720298,982.2231626772,75.0187571387,17.0572181779,24.9436470781,0.8211621526,1
26.8804453036,990.5156160286,74.9013309504,6.0307051659,14.2847703948,1.1567294847,1
28.8350626209,980.2509104563,68.7066959832,14.925264326,5.1062695134,1.2728095733,1
28.193676652,981.9938997733,90.6606019813,13.755703816,20.0349398479,1.0180080664,1
26.5612980728,1000.1347242014,84.8189514021,16.133797808,8.899503998,1.2499777985,1
29.6329139548,1002.7614596349,83.8862122396,14.8119910554,16.5761350902,0.656476716,1
27.8956848805,1001.4919133588,70.8377079327,8.0338127079,9.8300125599,0.9248508429,1
29.6313540555,995.2117894022,67.5168152326,6.1545750407,12.6559752887,1.1595107686,1
29.1849658022,988.1583811826,87.6943568984,8.9609297704,17.7274856307,0.7695118623,1
26.7637063403,1000.8392287668,68.7486245199,13.9295489889,18.2393788959,1.2780252431,1
29.0434053237,985.6316721708,63.5353978794,15.4842324273,13.6469245281,0.7595764493,1
26.1347056155,1006.375573178,69.7358673287,13.3600575436,18.3369478261,1.397919187,1
29.5524727557,989.7587185509,96.0384358276,19.9423651025,21.8974269551,1.0767023989,1
26.2690236559,982.8475381047,99.9557044813,9.8995887414,21.1333010605,1.4976282974,1
26.965985941,981.2105248058,76.4476607198,6.9512100474,12.2085365428,1.0661806912,1
27.2511119568,999.6302601648,69.2807272124,5.2157216911,17.4748616973,0.5389380167,1
29.3484785113,998.5857860011,82.5358140285,14.3692107217,16.7387301312,1.4906791571,1
29.0269206683,993.2688141635,88.2958800013,10.8384570754,16.9370375378,1.42913952,1
27.3676211124,995.8303239867,68.4654359428,19.9344666425,17.9901785941,1.2151001613,1
28.3726328762,981.6004399097,78.1905737021,15.1217945325,12.4624523684,0.6673570322,1
28.0014377849,1000.7265192965,87.8854322357,14.7295843515,8.1241313737,1.0993021161,1
26.7174240412,1001.1541743671,78.2068796693,15.016408874,8.3945685715,1.2791025864,1
28.4387897006,1000.9891870887,93.5261989995,17.0421640224,15.718701577,0.9018871999,1
26.6147641714,997.1782169865,71.080500973,18.8196126832,16.8568036102,0.551989352,1
26.1269750615,992.7000543246,63.3826151239,14.1027043331,22.6582963304,0.7112318315,1
29.4519873254,1006.5828030594,67.8661433981,16.0613912866,21.0528062471,0.5300260053,1
29.5894634632,998.678916008,98.9353047666,11.9751427629,6.247881372,0.5670165378,1
29.9013725339,1004.5092172182,94.1018968498,19.0694784715,12.7119518503,0.7107931016,1
26.9174631082,994.0732163314,70.7424866981,6.5146716023,7.945511271,1.2592925069,1
29.8710458611,993.1922145952,71.1347392665,16.9743979581,10.9876674741,0.6296789782,1
27.0258522441,990.6595924542,86.9597683258,5.9384726333,21.1804728058,0.8426451465,1
29.4586356874,984.6477593343,63.3094734247,12.2680699262,16.2681672897,0.6371484882,1
28.3227963382,995.1652628117,65.7631514405,14.3599772829,14.7566863709,0.9595840572,1
27.2258538722,1004.6714363356,62.2791490799,11.2791091238,19.500121526,1.1672123372,1
29.1081971426,1005.8660892098,72.5550198689,13.0703405805,24.7890226193,0.8714672626,1
26.7806660689,994.6817761222,89.6656580734,12.3885360613,21.7646084216,1.3597946748,1
27.6272192038,989.8469931704,78.159596448,16.4367043801,8.9283843174,0.6754916274,1
28.2709092717,997.3794339999,79.584978482,14.6711787287,16.0532453555,1.1616672596,1
26.5648941735,997.1263225052,67.4108142153,9.1796459467,8.6567555974,0.7857075677,1
29.7084951275,1009.0977957604,82.8504187975,7.14501684,20.954645267,0.5870172183,1
28.2271396437,1005.3536255449,91.8370554857,7.626847102,9.4100852687,1.3740717733,1
26.998675811,987.8974203955,60.0261356305,18.0600355119,17.5465787018,0.6520485674,1
27.8332943784,990.5365816205,63.7510610503,12.2919572782,5.801182381,0.7075409362,1
26.9525866147,1007.2530365564,78.7227621694,11.9944911941,8.0898440801,0.9299852141,1
28.3876427622,1009.9867310975,90.7779557633,10.9679855453,8.4141672662,0.7044483725,1
27.3616462245,995.3174227238,84.6051656216,18.6590857582,15.0255128925,0.5349115527,1
28.2046398477,993.1453583975,93.5672157992,7.4101937707,13.9807753586,0.5496143733,1
28.8983931474,983.3477899987,84.3327800003,9.2157462525,12.5950304584,0.8920935769,1
29.0030785968,983.764588904,90.9108567866,8.5539998736,16.3156310968,0.887322518,1
26.2646607553,980.5746645665,93.0743424389,12.8710345649,9.6885120002,0.5301038722,1
29.8459692983,1000.036037201,97.3282035104,8.9824461114,18.5699993659,1.348109235,1
29.7886458516,1006.5456535309,89.5626790376,9.1619701959,24.2672064089,1.2160499732,1
28.8249846502,998.6806862285,99.6043538435,9.6781915365,6.5787880589,0.7610485262,1
27.3735468087,1005.0371537077,97.4193805411,7.7859960801,23.5726112423,0.5923605281,1
26.6511639568,997.8563850238,66.0188908402,19.5211457218,15.030359207,0.9709602524,1
28.6476545305,1002.5353141086,90.1547233084,13.6683666904,21.3481569461,0.5556055217,1
26.0275118489,986.3734183159,86.5409437565,11.1679623332,22.6917377646,1.4091752641,1
27.2555123061,1000.7316743822,70.865327251,7.8591474961,11.8421524173,1.3309491711,1
26.4795643739,1002.0477754219,81.2581965676,9.3191801401,10.9988413955,0.9338439229,1
26.6576221163,983.4974922367,81.8678272829,18.5361954993,19.6600021445,1.4315549143,1
29.2839240692,996.9981577672,86.2812199294,18.4757969988,11.5358941172,1.3265510742,1
29.2039228016,983.133635543,83.0742952453,11.9597254725,24.6113645412,0.5672341801,1
28.379389518,1002.166000314,61.2977378419,14.8807645809,7.0653001775,1.0679742973,1
27.1854304541,1008.1494718595,92.7496091794,19.7535080977,24.394472656,0.8475187953,1
26.2013981079,981.5829577358,87.6804502379,11.8689349165,17.2794061265,1.0776317543,1
27.4368349879,1004.7065667984,92.8278464307,12.1602559718,12.2511959312,0.8281794828,1
26.8362374948,982.5406502563,78.6677248354,12.2319814838,9.4247739289,1.3084057389,1
29.294494443,991.5383322794,78.3649609315,9.5492883627,7.3728753148,1.1838664518,1
28.1262886107,980.9797718235,79.0238476729,11.116221575,18.12819207,1.0621888111,1
28.8590131058,982.053513577,76.7066798327,6.7453772775,23.7696431643,0.5768030483,1
27.4186648199,996.5199013832,76.1283102453,17.5046601571,17.2366204021,0.7553363738,1
26.4234972729,990.6469305046,76.5269006883,15.1373438766,6.4021627928,0.6817788672,1
26.6272508213,1004.8190644921,61.6766086687,11.2877431385,22.5866043136,0.7313806364,1
28.0097091487,1001.9445907911,98.3247203568,8.3066900637,23.6860822833,1.1354143569,1
28.5192826177,992.0963189955,90.0959152922,12.9694102753,13.569158077,1.3244715176,1
26.5857450264,1004.9878914672,81.6118612716,17.6699886364,12.5808097077,0.7511692675,1
29.3768493011,994.5206171753,80.5638177021,9.6270242223,11.5042239255,0.7719986053,1
26.0255161736,1009.3506436117,98.6298883928,10.9273294621,11.9161219682,1.305430043,1
29.7870249788,992.0063682755,91.3319193182,8.9889267595,5.5153919753,1.1595059817,1
28.7521822283,983.6116273637,97.5411913389,7.7177491858,9.4535215825,1.0464585417,1
27.6687736743,984.8067680293,66.8374560968,11.2721718224,22.959292937,0.8931039076,1
26.4009822549,980.497774419,86.4687473058,14.0367416295,9.6762566619,1.3349472057,1
29.8987623842,984.0637861038,69.2590085506,18.0261428592,13.3925476561,0.5393918337,1
28.2957994643,991.7868532668,61.1460971031,13.7487858847,20.747439163,0.540258003,1
28.3534088839,991.930532433,98.9520165343,13.1629799376,19.1887772927,1.4042432914,1
27.498887882,996.4960568833,62.022924153,11.3918185693,21.1129761073,0.726079071,1
29.2692212489,1007.9119526051,63.8144368509,11.7508795914,22.4137691091,0.7111259426,1
29.0098733503,981.5388154694,79.7014152286,11.6316055202,12.8914463064,0.6613673584,1
28.2879835131,1004.162969879,90.4064371916,7.3084985704,10.3634873549,0.9084555814,1
28.7187888673,981.700412965,61.386908169,10.8786584442,8.8687068591,0.7598281379,1
29.5443444353,1006.870698328,71.8914881713,8.4499063094,9.8106317036,1.3260646845,1
28.6923685236,1004.7305134175,75.8796864883,7.3447545606,12.2094901028,0.770643942,1
26.3249185392,1009.7774538646,66.2480603172,19.8263149095,20.8763620782,1.0778070503,1
29.4644061815,988.6831856486,78.7072484994,14.2908495405,13.5497290818,1.0642318167,1
29.4022981121,986.0458513402,97.3773215501,15.3363148062,16.1238138526,0.5162003973,1
29.2735216991,981.2041657726,95.5965350545,19.8794412086,9.2063711257,0.7530263409,1
29.4622495327,983.0852777647,65.0382078552,19.6872733265,21.9377444886,1.1764837495,1
28.3769673092,998.0945036037,87.3012983815,13.6303875969,10.5184538876,0.72627243,1
28.7694172246,986.9999846795,85.0132067982,16.2061740069,6.1988660172,1.1059969673,1
29.3977856249,981.3499046371,89.3660503617,10.1197796893,23.5771909969,0.9653369339,1
26.054729659,982.4479616001,70.3436636454,5.4177836123,13.527967136,0.6746471859,1
27.1837281177,999.9147342456,98.6121089452,5.756251604,16.5376240262,1.0002785352,1
26.2775763436,982.6963055521,84.0364802264,10.1143785715,13.1318107472,1.2147188335,1
27.1734136858,995.7641092207,87.9133114202,18.503961668,18.5272213575,1.445924644,1
27.18329639,980.0333628259,70.8781823759,8.2683706944,17.6742319953,0.5162434432,1
28.9151122178,989.7059123746,86.6022395603,13.3486764275,7.6915253421,1.3315183331,1
29.6735901683,999.4936414029,64.1373645944,11.0304082533,20.5964176802,0.5000307188,1
28.8485481835,990.6978852796,70.1792532647,5.1934620468,22.0230147085,1.0657449506,1
28.057845311,982.5516915647,81.9549120617,10.6996861845,12.7745269575,0.5949652752,1
27.2596737784,982.8993450286,67.075878033,19.8100423787,15.6374353301,1.4955689005,1
28.3308577974,1004.3742146313,73.0776409735,9.5861593617,18.4501452535,0.8152394346,1
26.5328396965,998.971887694,65.1330344876,13.6773876234,19.0122299279,1.3728594216,1
27.9998359679,1001.9074756859,84.7669094146,7.799599097,10.6908277135,1.1171059444,1
29.399837322,985.8873715012,65.0219915959,19.4521992121,14.5698214021,1.0413744209,1
26.3441286281,981.7108074201,64.2193370984,13.7838152581,9.6748158407,1.3200675021,1
26.1663158394,994.9438983064,87.5724164841,8.784678906,17.2727580598,1.3099244203,1
28.3325208764,1001.9066515327,74.5928988083,14.6144829215,8.7987227292,1.0564646373,1
27.4344863278,1007.3401757024,60.8373647131,9.7365972687,20.3305463244,0.8313522187,1
28.7026516088,991.8781167859,90.2501516569,11.8127549411,23.6945983098,0.62044734,1
28.338172453,1009.0796543685,75.1135685491,5.9305514544,15.1186330864,1.1581022181,1
29.990997556,993.5521842794,74.1891422692,11.0105625025,22.6654720285,0.8872744114,1
28.6387610917,993.2610026279,85.9293387523,5.921694352,23.8100790576,1.4545659289,1
26.6057292575,994.3224856844,84.0722693578,13.7260497113,11.7616881873,0.8917424506,1
26.6506432604,1002.0309702948,68.3532374198,5.8784795793,16.9045946544,1.0769816124,1
27.3819234149,1004.0903564458,81.6111557275,6.1892042695,23.1603709084,0.7963258019,1
26.5738778281,984.5433656581,77.3108593737,13.9351973624,23.7913717805,1.0866239183,1
29.3137546838,982.4056027044,79.0735551093,14.4513969029,20.669391201,1.4408801696,1
26.4973833657,1006.2540085586,98.8376099842,7.6573028483,5.8057103756,1.0162832992,1
28.3225809036,1008.0781174475,86.8900274918,12.2191692683,24.0106564191,1.4825212723,1
26.3445285563,1004.4316033781,71.2133901021,6.9826948663,17.879131589,0.5545654083,1
28.3978445586,1007.0720982833,75.3286146379,8.2449916645,5.967254221,1.326340811,1
28.3520018537,990.5930866682,91.9913345778,13.3203053718,17.6291758517,1.0985629932,1
27.6565642729,1008.7383757978,81.6445529952,14.0763427781,17.5130157885,0.6848383979,1
26.2383483894,998.1307795914,90.547690774,12.8510205638,18.3304395339,0.9418337048,1
26.6534670336,985.5337715318,68.0917579663,10.8006058557,12.9558688186,0.983294285,1
27.5311364016,1005.1743982421,65.8130676968,12.5854511567,6.4231135776,1.0660184249,1
29.5121340514,996.7362102698,98.3916408162,5.730422726,5.8813172314,1.0412701109,1
28.5822887257,981.3675547385,97.8388355938,17.6324806498,6.5437506045,0.6269444138,1
26.4931351172,995.55685066,69.8338976997,10.3720957479,18.6862849785,0.642556555,1
27.5285578993,996.6419540985,63.0703224755,5.0628116544,17.836390336,0.989644076,1
27.6617720024,980.7201513453,73.4148642487,7.656233831,24.1344086778,1.2286562842,1
27.2614549731,991.7944138848,69.4769597559,6.4544850645,20.9502809059,1.046928876,1
27.9003594915,1007.6730285097,62.9093979111,9.2090121986,20.6485162443,0.7406705148,1
29.4972293365,1004.918682813,68.9862959057,10.989988703,24.5644133705,1.2991579711,1
27.3367708567,1001.9261103733,76.8004401718,13.6753964467,21.0833112997,0.5596173253,1
28.7682022122,984.1996213017,76.6327427207,13.2288262258,15.3922335161,0.6352173137,1
28.7018241813,991.8800289916,65.3203919563,7.3810514506,22.5920299342,1.4915327758,1
26.83326156,990.6631801209,86.768761197,12.2570380979,12.1562249867,1.0755934286,1
26.6458313363,994.1521951256,82.1388710484,13.554304081,19.845427845,0.8548318555,1
29.1208505941,996.9167876317,70.4464973004,15.4242967901,20.9248721891,1.110107922,1
27.9527107012,983.99546377,70.4533207154,11.2864920938,15.2741571043,0.5064643578,1
27.9849568876,988.5687796569,89.3843320284,5.3591939791,23.8294847501,0.9716494908,1
26.3656879673,998.7704573678,82.0212672238,11.1104828632,22.9314931694,0.5225645117,1
29.4466595388,997.3135124716,95.6263382185,13.9541783512,13.5934672671,1.4130414669,1
28.2884918549,985.4235545169,70.7519046012,7.9796686535,11.128308987,1.0879916295,1
27.705998989,998.4626233946,63.2629970245,6.3168235559,15.3615499608,0.7832844035,1
27.6012513447,1004.3559837203,60.5544854365,14.7406823035,20.9731156071,0.5201378489,1
26.6151348221,1006.5851388217,78.3407424875,13.468859584,18.5813320899,1.4969494174,1
28.8806298437,988.6166362762,95.1900960918,5.7383137181,22.9477143493,0.7206510596,1
26.5525011726,1005.7733527294,80.0023303676,15.1233980458,20.1608084202,0.8125980249,1
27.642730532,986.2907083229,99.0624409329,14.6840386559,11.0677108726,1.2658586439,1
28.7666226075,1008.969169258,75.7422134443,6.9607598538,19.5861960095,0.7068178931,1
28.0178237667,989.3656920971,77.0986611267,14.6782786377,9.644493818,0.769161571,1
26.7945264554,1003.5016165999,96.3701077775,10.5534827853,22.9399057873,0.6828133885,1
29.8251675261,991.3002932129,73.569626447,5.9364699092,7.1802723128,0.8169426218,1
29.235305294,1006.2646595119,72.0986526985,17.8804718187,20.2930190077,1.1903228469,1
29.7800962583,1000.476214363,73.2646739643,12.5086897615,15.2114081746,0.8120640447,1
29.2095841222,1005.8425413829,65.4920013086,19.285801286,18.2462747746,1.3119462346,1
29.7829988089,989.3875864409,94.3402581821,6.9753035515,19.8395545903,0.7523147361,1
29.4921725881,985.0657539011,62.1453916608,15.7619748592,21.9819603992,0.6682785885,1
29.3457687699,996.4672889492,67.5678316956,15.8057599788,17.0862596448,1.3287089838,1
29.3182508627,1001.2816646547,64.2160550959,17.5828079286,18.9404833201,1.3792795562,1
28.9014864009,983.3777139959,76.3111213762,18.2957054294,24.2283323928,1.1313759776,1
27.082237026,987.4637536622,97.6823287795,9.4740868135,12.8624359641,0.5107152977,1
28.1770293481,1009.2733645565,74.7654477524,10.3578850099,15.4108767461,1.3799146267,1
28.0220831669,995.2327351457,65.5348637888,19.7410931137,6.4672813492,1.0953663702,1
27.660582616,992.6657670164,91.4025568419,7.9356896015,17.9749422779,0.9580286166,1
27.0265888287,1002.5634299809,80.5149896922,9.8128181412,24.914689041,1.4206914008,1
27.3800673597,981.6419812078,68.1696842547,11.2804271499,5.0045407644,1.3438794112,1
28.9691689259,985.0344378694,64.8145430484,6.0140712421,23.5761592138,0.619140672,1
28.0495712829,990.4649572238,74.992996974,14.3199593623,7.2120719775,1.4943303027,1
26.9309133957,981.6149157473,67.5950131638,5.5843676952,21.048035689,0.9441834069,1
28.7023470943,995.2668221021,94.4578274409,17.9905351257,20.5609261297,1.4888405413,1
27.9329283035,1009.6068783617,90.1827744482,8.7290732692,24.8427127896,0.5973668938,1
28.8254879872,990.3673875761,60.2792904752,11.0522145354,21.3773854104,1.327523694,1
26.0023917553,989.2345745008,69.6466085723,8.503510416,8.7424854082,0.7913610728,1
27.6695791293,991.3060064104,95.036197,18.5794849852,11.6031190063,1.4534028794,1
26.2409077796,988.929508327,71.9226480468,9.8060192921,20.6632286185,1.1349066592,1
26.4953841068,982.1160691278,96.3771801474,7.8519314948,15.8926174221,1.4554481914,1
26.987844668,1005.7893603606,66.7524002314,17.8091432321,15.2356091314,1.4347955175,1
29.6368085448,1004.5887460864,95.5276539865,7.9882952876,10.7793704984,0.8933206704,1
28.1782212986,984.796392901,87.6498665514,7.5134980896,15.0669026121,1.2394692332,1
28.5821374256,984.6731978174,81.8818138246,6.311697527,13.2703306058,0.7739880995,1
29.8225978691,1008.6089782349,74.0930821701,5.6465016342,12.8443558687,0.6411990635,1
29.0540633747,983.2604761812,99.2503030957,10.7242474866,11.8518216562,0.6920160847,1
26.5840840772,1008.1419241871,96.7058911162,18.3120341032,21.1653642243,0.8347890419,1
27.254812499,999.0693596586,74.2383109388,7.2276017247,21.2876784134,0.6322687151,1
26.7867527893,987.1244991551,71.9959037198,14.6419260576,18.9215972313,1.3239976519,1
26.8163506446,994.0712224255,92.0375488617,7.702379716,22.6736793538,1.1838701249,1
26.1013944171,1000.7014066523,72.6440524619,5.8361128038,9.8160763215,0.5805808123,1
26.5886530044,988.9393170649,63.5903800224,18.6623939703,14.6772043773,0.8076790895,1
29.7042382393,984.8508365982,98.6332927887,8.0869156548,15.9335452979,1.0539932555,1
28.1382368766,985.8637400111,66.6491744821,18.7473372667,12.4416450993,0.8388234824,1
29.8082497866,1002.13783307,83.8971697029,18.2134274082,10.1412538438,0.7269785395,1
28.9756207492,1007.5762409316,76.9508047972,10.1319890017,13.8970486566,0.8516498723,1
29.638193892,997.0686644985,90.4869834873,17.1771007753,13.6738866264,0.8632553517,1
29.1757405338,1008.2297696772,84.9284149227,16.1244093118,21.9007929779,0.5512634592,1
27.6075050849,1000.2126868935,78.0140154312,16.2344472629,17.6948828221,1.2493694366,1
28.1827838753,986.1219316564,71.6764469399,16.2291306287,9.3206288079,1.2151250198,1
29.8285393302,992.8131513608,79.0040136277,18.4693282428,19.1455782381,0.9467264687,1
26.4937994632,986.1794010763,60.0377366107,5.5889757747,9.8470739027,1.3390996988,1
28.2026418369,984.5943350025,89.1246574934,14.0037711515,20.3949324571,1.07356328,1
27.3665644508,999.453936707,62.7376283697,18.4609597748,11.5568567577,1.0973123783,1
27.5745420811,994.2030697813,94.1818957281,10.1000657909,6.7626886195,1.3475476331,1
26.7272706113,992.9103959712,66.6199909865,15.5990619349,17.7064669342,0.7117458621,1
26.165989302,989.6620260559,82.3897864533,17.86902371,13.707926468,1.2192452006,1
29.7206608115,995.8276391982,70.3561709917,5.7924002955,7.4260599601,1.0324709079,1
28.2576663511,998.0174959096,66.650213214,10.6960610723,24.3963772927,1.4226037571,1
29.0488482333,997.7515090668,67.6809347655,15.0002847784,17.0493834091,1.028656604,1
27.3377701085,995.5793807793,67.9022362271,17.0776159604,6.6993257978,1.1583074395,1
27.7508672997,988.3026239585,82.3268473556,10.2050350312,23.4529027921,0.827883994,1
28.9485296558,981.1013883045,78.9907602417,10.0448509141,5.2400605455,1.2406635811,1
27.9400719501,982.5620909049,98.8984556011,12.7701564706,9.7321956542,0.929149492,1
26.299583368,983.1848106064,93.4989007848,8.5972992831,15.098229025,0.5619465186,1
28.3072316786,983.5763132852,61.458442033,5.7911592824,7.3594496726,0.9378998871,1
